"Scaffolds" "Genes" "n=1_copy" "n=2_copies" "n=3_copies" "n=4_copies" "n=5_copies" "n>5_copies" "n=0_copy"
"6666666.673106.txt" 2 2683 0.836749906820723 0.101006336190831 0.0283265001863586 0.0108087961237421 0.00708162504658964 0.0160268356317555 2.82035035408125
"6666666.688638.txt" 3 2971 0.808481992595086 0.117468865701784 0.0356782228205991 0.012117132278694 0.00908784920902053 0.0171659373948166 2.45001682935039
"6666666.688637.txt" 3 2942 0.810673011556764 0.127464309993202 0.0288919102651258 0.00917743031951054 0.00713800135961931 0.0166553365057784 2.48402447314752
"6666666.688641.txt" 3 2880 0.829166666666667 0.111805555555556 0.0263888888888889 0.0104166666666667 0.00659722222222222 0.015625 2.55902777777778
"6666666.673020.txt" 3 3044 0.807161629434954 0.106438896189225 0.040407358738502 0.0177398160315375 0.0068988173455979 0.021353482260184 2.36727989487516
"6666666.974095.txt" 3 2494 0.836006415396953 0.103849238171612 0.028869286287089 0.0116279069767442 0.00400962309542903 0.0156375300721732 3.10986367281476
"6666666.974104.txt" 3 2805 0.837789661319073 0.106951871657754 0.0249554367201426 0.00855614973262032 0.00819964349376114 0.0135472370766488 2.6541889483066
"6666666.673122.txt" 4 2713 0.814964983413196 0.107261334316255 0.0342793955031331 0.0162182086251382 0.00921489126428308 0.0180611868779948 2.77810541835606
"6666666.673078.txt" 4 2689 0.836370397917441 0.111565637783563 0.0238006693938267 0.00892525102268501 0.00520639642989959 0.0141316474525846 2.81182595760506
"6666666.688669.txt" 4 2511 0.853046594982079 0.0872162485065711 0.026284348864994 0.0135404221425727 0.00517722023098367 0.0147351652727997 3.08203902827559
"6666666.673027.txt" 4 2389 0.861029719547928 0.0904143993302637 0.0175805776475513 0.0121389702804521 0.0046044370029301 0.0142318961908748 3.29049811636668
"6666666.974098.txt" 4 2783 0.833273445921667 0.108515989938915 0.0265900107797341 0.00826446280991736 0.00934243621990658 0.0140136543298599 2.68307581746317
"6666666.974100.txt" 4 2631 0.846826301786393 0.106803496769289 0.0182440136830103 0.00684150513112885 0.00798175598631699 0.0133029266438616 2.89585708855948
"6666666.974101.txt" 4 2631 0.847206385404789 0.106423413150893 0.0182440136830103 0.00684150513112885 0.00760167236792094 0.0136830102622577 2.89585708855948
"6666666.974103.txt" 4 2631 0.846826301786393 0.106043329532497 0.0190041809198024 0.00684150513112885 0.00760167236792094 0.0136830102622577 2.89585708855948
"6666666.974106.txt" 4 2884 0.807905686546463 0.122399445214979 0.0305131761442441 0.0131761442441054 0.00693481276005548 0.0190707350901526 2.55409153952843
"6666666.688625.txt" 5 2987 0.810847003682625 0.118513558754603 0.032808838299297 0.0117174422497489 0.00636089722129227 0.0197522597924339 2.43153665885504
"6666666.673102.txt" 5 2941 0.795307718463108 0.120027201632098 0.0360421625297518 0.0112206732403944 0.00986059163549813 0.02754165249915 2.48520911254675
"6666666.974105.txt" 5 2881 0.807705657757723 0.122179798681014 0.0312391530718501 0.01249566122874 0.00728913571676501 0.0190905935439084 2.55779243318292
"6666666.673198.txt" 6 2771 0.8018765788524 0.10826416456153 0.0378924575965355 0.0187657885239986 0.00757849151930711 0.0256225189462288 2.69902562251895
"6666666.688640.txt" 6 2779 0.821158690176322 0.118747750989565 0.0291471752428931 0.0068369917236416 0.0068369917236416 0.0172724001439367 2.68837711406981
"6666666.673080.txt" 6 2887 0.798753030827849 0.122965015587115 0.0349844128853481 0.0107377900935227 0.00623484586075511 0.0263249047454105 2.55039833737444
"6666666.688605.txt" 6 2865 0.743804537521815 0.12216404886562 0.043630017452007 0.0286212914485166 0.0174520069808028 0.0443280977312391 2.57766143106457
"6666666.974091.txt" 6 2898 0.803312629399586 0.117667356797792 0.036231884057971 0.0120772946859903 0.00345065562456867 0.0272601794340925 2.53692201518288
"6666666.673200.txt" 7 2770 0.803249097472924 0.107220216606498 0.0375451263537906 0.0184115523465704 0.0072202166064982 0.0263537906137184 2.70036101083033
"6666666.974108.txt" 7 2539 0.826309570697125 0.106734935013785 0.032296179598267 0.0102402520677432 0.00551398188263096 0.018905080740449 3.03702244978338
"6666666.673022.txt" 8 3116 0.783697047496791 0.112002567394095 0.0439666238767651 0.021181001283697 0.00930680359435173 0.0298459563543004 2.28947368421053
"6666666.688717.txt" 8 2474 0.824979789814066 0.0990299110751819 0.0319320937752627 0.0137429264349232 0.00889248181083266 0.0214227970897332 3.14308811641067
"6666666.673126.txt" 9 2963 0.781977725278434 0.116773540330746 0.0391495106311171 0.0205872426594668 0.0128248396895039 0.0286871414107324 2.45933175835302
"6666666.673021.txt" 9 2954 0.802301963439404 0.111035883547732 0.0382532159783345 0.0152335815842925 0.00947867298578199 0.023696682464455 2.46987136086662
"6666666.688721.txt" 10 2314 0.84485738980121 0.0916162489196197 0.0272255834053587 0.0108038029386344 0.00691443388072602 0.0185825410544512 3.4295592048401
"6666666.673041.txt" 14 2331 0.854997854997855 0.096954096954097 0.0205920205920206 0.0102960102960103 0.00600600600600601 0.0111540111540112 3.3972543972544
"6666666.688723.txt" 16 2108 0.888045540796964 0.0697343453510436 0.019449715370019 0.00569259962049336 0.00332068311195446 0.0137571157495256 3.86242884250474
"6666666.688720.txt" 17 2403 0.841864336246359 0.0932168123179359 0.0324594257178527 0.00873907615480649 0.00624219725343321 0.017478152309613 3.26550145651269
"6666666.688621.txt" 18 2740 0.781021897810219 0.118248175182482 0.0448905109489051 0.0182481751824818 0.0102189781021898 0.0273722627737226 2.74087591240876
"6666666.688667.txt" 20 2334 0.845758354755784 0.0848329048843188 0.0244215938303342 0.0162810625535561 0.0077120822622108 0.0209940017137961 3.39160239931448
"6666666.688707.txt" 25 2714 0.822033898305085 0.0998526160648489 0.0364775239498895 0.0132645541635962 0.00884303610906411 0.0195283714075166 2.77671333824613
"6666666.688715.txt" 29 2613 0.852277076157673 0.0887868350554918 0.0290853425181783 0.0133945656333716 0.00382701875239189 0.0126291618828932 2.92269422120168
"6666666.688712.txt" 30 2821 0.831619992910316 0.108826657213754 0.0280042538107054 0.0102800425381071 0.00354484225451967 0.0177242112725984 2.63346331088267
"6666666.688645.txt" 30 2776 0.807276657060519 0.125 0.0288184438040346 0.0151296829971182 0.00756484149855908 0.0162103746397695 2.69236311239193
"6666666.688676.txt" 30 2173 0.868384721583065 0.082374597330879 0.0216290842153705 0.00966405890473999 0.00414173953060285 0.0138057984353428 3.71698113207547
"6666666.673040.txt" 31 2371 0.866301138760017 0.0843525938422607 0.0244622522142556 0.00843525938422606 0.00379586672290173 0.0126528890763391 3.32307043441586
"6666666.673039.txt" 32 2441 0.843097091356002 0.100778369520688 0.0299057763211798 0.00901269971323228 0.00368701351904957 0.0135190495698484 3.19909873002868
"6666666.688722.txt" 32 2173 0.867464335020709 0.0837551771744132 0.0225494707777266 0.00828347906120571 0.00460193281178095 0.0133456051541647 3.71698113207547
"6666666.673053.txt" 34 2379 0.866330390920555 0.0882723833543506 0.0176544766708701 0.0105086170659941 0.00462379150903741 0.0126103404791929 3.30853299705759
"6666666.688671.txt" 34 2363 0.837494710114262 0.101142615319509 0.022852306390182 0.0110029623360135 0.00973338975878121 0.0177740160812526 3.3377063055438
"6666666.688655.txt" 35 2808 0.834401709401709 0.107549857549858 0.0284900284900285 0.0113960113960114 0.00427350427350427 0.0138888888888889 2.6502849002849
"6666666.673051.txt" 35 2271 0.875385292822545 0.0845442536327609 0.0189343901365037 0.00660501981505945 0.00352267723469837 0.0110083663584324 3.51343020695729
"6666666.673059.txt" 35 2271 0.878027300748569 0.0823425803610744 0.0176133861734919 0.00792602377807133 0.00308234258036107 0.0110083663584324 3.51343020695729
"6666666.673037.txt" 35 2423 0.848534874122988 0.102352455633512 0.0210482872472142 0.00907965332232769 0.00536524969046636 0.0136194799834915 3.2302930251754
"6666666.673066.txt" 36 2265 0.881236203090508 0.0794701986754967 0.0167770419426049 0.00706401766004415 0.00353200883002208 0.0119205298013245 3.52538631346578
"6666666.673048.txt" 36 2382 0.866918555835432 0.0801847187237615 0.0230898404701931 0.0138539042821159 0.00293870696893367 0.0130142737195634 3.30310663308144
"6666666.688668.txt" 36 2441 0.82916837361737 0.103236378533388 0.0299057763211798 0.00737402703809914 0.008603031544449 0.0217124129455141 3.19909873002868
"6666666.688709.txt" 37 2850 0.832982456140351 0.106315789473684 0.0298245614035088 0.00912280701754386 0.00666666666666667 0.0150877192982456 2.59649122807018
"6666666.673055.txt" 39 2703 0.846466888642249 0.102848686644469 0.0203477617462079 0.0107288198298187 0.0048094709581946 0.0147983721790603 2.7920828708842
"6666666.673049.txt" 40 2416 0.848923841059603 0.0931291390728477 0.0269039735099338 0.0107615894039735 0.00579470198675497 0.0144867549668874 3.24254966887417
"6666666.673042.txt" 41 2355 0.86072186836518 0.0934182590233546 0.0182590233545648 0.0106157112526539 0.0059447983014862 0.0110403397027601 3.35244161358811
"6666666.673047.txt" 41 2427 0.854140914709518 0.096003296250515 0.0226617222908941 0.00824062628759786 0.00370828182941904 0.015245158632056 3.2233209723939
"6666666.673128.txt" 43 2866 0.81297976273552 0.109211444521982 0.0314026517794836 0.0136078157711096 0.0108164689462666 0.0219818562456385 2.57641311933008
"6666666.673064.txt" 44 2577 0.83779588668995 0.110205665502522 0.0221187427240978 0.00931315483119907 0.00543267365153279 0.0151338766006985 2.97749320915794
"6666666.673038.txt" 44 2460 0.844715447154472 0.090650406504065 0.0260162601626016 0.017479674796748 0.00447154471544715 0.0166666666666667 3.16666666666667
"6666666.879407.txt" 46 2606 0.825019186492709 0.102839600920952 0.035686876438987 0.0157329240214889 0.00537221795855718 0.0153491941673062 2.93323100537222
"6666666.673063.txt" 46 2365 0.866807610993658 0.0866807610993657 0.0207188160676533 0.0109936575052854 0.00295983086680761 0.0118393234672304 3.33403805496829
"6666666.673204.txt" 47 2618 0.825439266615737 0.0985485103132162 0.0271199388846448 0.0221543162719633 0.00572956455309397 0.0210084033613445 2.91520244461421
"6666666.879415.txt" 47 2419 0.87474162877222 0.0826787928896238 0.0181893344357172 0.00909466721785862 0.00330715171558495 0.0119884249689955 3.23728813559322
"6666666.673222.txt" 48 2626 0.83015993907083 0.0967250571210967 0.0338918507235339 0.0152322924600152 0.00761614623000762 0.0163747143945164 2.9032749428789
"6666666.673061.txt" 48 2439 0.852808528085281 0.0910209102091021 0.026650266502665 0.011070110701107 0.003690036900369 0.014760147601476 3.20254202542025
"6666666.673050.txt" 49 2486 0.842316975060338 0.0941271118262269 0.0309734513274336 0.00965406275140788 0.00643604183427192 0.0164923572003218 3.12308930008045
"6666666.688708.txt" 52 2814 0.819474058280028 0.115849324804549 0.0287846481876333 0.0145700071073205 0.00604122245913291 0.0152807391613362 2.64250177683014
"6666666.688710.txt" 52 2757 0.832063837504534 0.107363075807037 0.0272034820457018 0.0123322451940515 0.00580340950308306 0.015233949945593 2.71780921291259
"6666666.673045.txt" 52 2447 0.854515733551287 0.08336738863915 0.0241111565181855 0.018389865140989 0.0044953003677973 0.0151205557825909 3.18880261544749
"6666666.879397.txt" 54 2485 0.856338028169014 0.0941649899396378 0.021327967806841 0.0112676056338028 0.00442655935613682 0.0124748490945674 3.12474849094567
"6666666.673054.txt" 54 2402 0.847626977518734 0.0986677768526228 0.025811823480433 0.00957535387177352 0.00624479600333056 0.0120732722731057 3.26727726894255
"6666666.673044.txt" 55 2418 0.853598014888337 0.0938792390405294 0.0268817204301075 0.00744416873449132 0.00372208436724566 0.0144747725392887 3.23904052936311
"6666666.879421.txt" 56 2642 0.849356548069644 0.0957607872823618 0.022331566994701 0.012112036336109 0.00529901589704769 0.0151400454201363 2.87963663890992
"6666666.673212.txt" 56 2829 0.797101449275362 0.125839519264758 0.0339342523860021 0.0127253446447508 0.00600919052668788 0.024390243902439 2.6231884057971
"6666666.974094.txt" 57 2815 0.827353463587922 0.10550621669627 0.0273534635879218 0.013854351687389 0.00959147424511545 0.0163410301953819 2.64120781527531
"6666666.688716.txt" 58 2651 0.844586948321388 0.105997736703131 0.023764617125613 0.010184835910977 0.00377216144851 0.011693700490381 2.86646548472275
"6666666.673118.txt" 59 2461 0.846810239739943 0.0971149939049167 0.0255993498577814 0.0117838277123121 0.00609508329947176 0.012596505485575 3.16497358797237
"6666666.673116.txt" 61 2571 0.839362115908207 0.103850641773629 0.0264488525865422 0.0108907040062233 0.00505639828860366 0.014391287436795 2.98677557370673
"6666666.879394.txt" 61 2411 0.86395686437163 0.0866860223973455 0.0228121111571962 0.0103691414350892 0.00580671920364994 0.0103691414350892 3.25134798838656
"6666666.673043.txt" 61 2389 0.858518208455421 0.0883214734198409 0.0255336961071578 0.0104646295521139 0.00502302218501465 0.0121389702804521 3.29049811636668
"6666666.673046.txt" 63 2369 0.86492190797805 0.0899113550021106 0.0189953566905867 0.0122414520894892 0.00379907133811735 0.0101308569016463 3.32672013507809
"6666666.673100.txt" 63 2461 0.846810239739943 0.0971149939049167 0.0251930109711499 0.0117838277123121 0.00650142218610321 0.012596505485575 3.16497358797237
"6666666.688663.txt" 64 2651 0.844586948321388 0.0969445492267069 0.029045643153527 0.00792153904187099 0.00641267446246699 0.01508864579404 2.86646548472275
"6666666.673068.txt" 64 2460 0.847154471544715 0.0951219512195122 0.0280487804878049 0.00975609756097561 0.0024390243902439 0.017479674796748 3.16666666666667
"6666666.879395.txt" 67 2471 0.857547551598543 0.0866046135167948 0.027923917442331 0.0125455281262647 0.00445163901254553 0.0109267503035208 3.14811817078106
"6666666.673189.txt" 67 2738 0.814828341855369 0.107012417823229 0.0314097881665449 0.0175310445580716 0.00949598246895544 0.0197224251278305 2.7436084733382
"6666666.673208.txt" 69 2845 0.814059753954306 0.106854130052724 0.0298769771528998 0.0172231985940246 0.010896309314587 0.0210896309314587 2.60281195079086
"6666666.673214.txt" 69 2816 0.817826704545455 0.104403409090909 0.0316051136363636 0.0142045454545455 0.00958806818181818 0.0223721590909091 2.63991477272727
"6666666.688719.txt" 73 2364 0.831218274111675 0.10321489001692 0.0274957698815567 0.00888324873096447 0.00761421319796954 0.0215736040609137 3.33587140439932
"6666666.673052.txt" 74 2421 0.849648905410987 0.090458488228005 0.0297397769516729 0.00991325898389095 0.0053696819496076 0.0148698884758364 3.23378769103676
"6666666.673202.txt" 77 2776 0.811239193083574 0.107348703170029 0.029178674351585 0.0180115273775216 0.0104466858789625 0.0237752161383285 2.69236311239193
"6666666.673220.txt" 77 2269 0.870427501101807 0.0859409431467607 0.0189510797708242 0.0114587924195681 0.00220361392684002 0.0110180696342001 3.51740855002204
"6666666.673182.txt" 80 2585 0.832882011605416 0.10174081237911 0.0297872340425532 0.0154738878143133 0.00618955512572534 0.013926499032882 2.96518375241779
"6666666.673210.txt" 80 2826 0.812809624911536 0.103680113234253 0.0346779900920028 0.0166312809624912 0.00990799716914367 0.0222929936305732 2.62703467799009
"6666666.688651.txt" 80 2482 0.825543916196616 0.0983078162771958 0.032634971796938 0.0149073327961322 0.00684931506849315 0.0217566478646253 3.12973408541499
"6666666.673218.txt" 81 2686 0.817944899478779 0.0990320178704393 0.0335070737155622 0.0186150409530901 0.00856291883842144 0.0223380491437081 2.81608339538347
"6666666.688750.txt" 81 2696 0.841617210682493 0.11053412462908 0.0178041543026706 0.00964391691394659 0.00519287833827893 0.0152077151335312 2.80192878338279
"6666666.688718.txt" 81 2367 0.831009716941276 0.103506548373469 0.0278833967046895 0.00929446556822983 0.00760456273764259 0.0207013096746937 3.33037600337981
"6666666.879409.txt" 82 2418 0.86848635235732 0.0847808105872622 0.0231596360628619 0.00661703887510339 0.00620347394540943 0.010752688172043 3.23904052936311
"6666666.673228.txt" 83 2745 0.807285974499089 0.104189435336976 0.0378870673952641 0.0178506375227687 0.0087431693989071 0.0240437158469945 2.73406193078324
"6666666.673206.txt" 84 2841 0.812038014783527 0.107004575853573 0.0299190425906371 0.0179514255543823 0.00844772967265047 0.0246392115452306 2.60788454769447
"6666666.673216.txt" 84 2764 0.808610709117221 0.114327062228654 0.0383502170767004 0.0115774240231548 0.00578871201157742 0.0213458755426917 2.70839363241679
"6666666.673104.txt" 85 2843 0.805135420330637 0.109743228983468 0.0334154062609919 0.0179387970453746 0.0105522335561027 0.023214913823426 2.60534646500176
"6666666.672890.txt" 85 2905 0.79552495697074 0.116351118760757 0.0416523235800344 0.0134251290877797 0.00791738382099828 0.0251290877796902 2.52839931153184
"6666666.879411.txt" 86 2569 0.84974698326197 0.0984818995718178 0.0253016738030362 0.0101206695212145 0.00272479564032698 0.0136239782016349 2.98987933047879
"6666666.673193.txt" 88 2961 0.784869976359338 0.127321850726106 0.0408645727794664 0.0118203309692671 0.00742992232353934 0.027693346842283 2.46166835528538
"6666666.673036.txt" 92 2722 0.813005143277002 0.10470242468773 0.0341660543717855 0.017634092578986 0.00734753857457752 0.0231447465099192 2.76561351947098
"6666666.688713.txt" 94 2529 0.809015421115065 0.105970739422697 0.033214709371293 0.0154211150652432 0.011071569790431 0.0253064452352709 3.05298536971135
"6666666.879412.txt" 95 2521 0.843712812376041 0.089646965489885 0.032130107100357 0.0158667195557319 0.00476001586671956 0.0138833796112654 3.06584688615629
"6666666.688630.txt" 95 2887 0.815725666782127 0.103221337028057 0.0325597506061656 0.0159334949774853 0.00831312781434015 0.0242466227918254 2.55039833737444
"6666666.688647.txt" 97 2861 0.833974134917861 0.103809856693464 0.0290108353722475 0.0111849003844809 0.00664103460328556 0.0153792380286613 2.58266340440405
"6666666.673057.txt" 98 2849 0.802386802386802 0.111969111969112 0.0358020358020358 0.0136890136890137 0.0101790101790102 0.025974025974026 2.5977535977536
"6666666.673226.txt" 99 2845 0.811599297012302 0.108260105448155 0.0295254833040422 0.0172231985940246 0.0123022847100176 0.0210896309314587 2.60281195079086
"6666666.673134.txt" 102 2909 0.782743210725335 0.126160192506016 0.0381574424200756 0.015125472671021 0.0113441045032657 0.0264695771742867 2.52354761086284
"6666666.673141.txt" 103 2241 0.875502008032129 0.0825524319500223 0.0218652387327086 0.00490852298081214 0.0035698348951361 0.0116019634091923 3.57385095939313
"6666666.673138.txt" 103 2905 0.776247848537005 0.127710843373494 0.0402753872633391 0.0151462994836489 0.0113597246127367 0.0292598967297762 2.52839931153184
"6666666.673184.txt" 111 2659 0.824746145167356 0.105678826626551 0.0267017675817977 0.0184279804437759 0.00564121850319669 0.0188040616773223 2.85483264385107
"6666666.673136.txt" 111 2556 0.843505477308294 0.104460093896714 0.0238654147104851 0.00860719874804382 0.00352112676056338 0.0160406885758998 3.01017214397496
"6666666.879406.txt" 112 2311 0.866291648636954 0.0908697533535266 0.0212029424491562 0.00778883600173085 0.00346170488965816 0.0103851146689745 3.43530938987451
"6666666.673070.txt" 112 2586 0.818252126836814 0.104795050270688 0.0301624129930394 0.0177880897138438 0.00889404485692189 0.020108275328693 2.96365042536736
"6666666.879403.txt" 114 2738 0.819211102994887 0.111395178962747 0.029218407596786 0.012417823228634 0.00949598246895544 0.0182615047479912 2.7436084733382
"6666666.688658.txt" 116 2746 0.837581937363438 0.107793153678077 0.0265841223597961 0.00910415149308084 0.00509832483612527 0.0138383102694829 2.73270211216315
"6666666.673145.txt" 118 2312 0.862889273356401 0.0895328719723183 0.0211937716262976 0.00951557093425606 0.00475778546712803 0.0121107266435986 3.43339100346021
"6666666.879418.txt" 118 2739 0.833515881708653 0.103322380430814 0.0288426433004746 0.0116830960204454 0.00620664476086163 0.0164293537787514 2.74224169404892
"6666666.688753.txt" 119 2504 0.846645367412141 0.0950479233226837 0.0255591054313099 0.0103833865814696 0.00838658146964856 0.0139776357827476 3.09345047923323
"6666666.673023.txt" 121 2689 0.815544812197843 0.108590554109334 0.0323540349572332 0.01785050204537 0.00669393826701376 0.0189661584232057 2.81182595760506
"6666666.688622.txt" 124 3006 0.807717897538257 0.1187624750499 0.0312707917498337 0.0169660678642715 0.00698602794411178 0.0182967398536261 2.40984697272122
"6666666.688752.txt" 128 2517 0.851410409217322 0.0933651172030195 0.0242352006356774 0.0103297576479936 0.00635677393722686 0.0143027413587604 3.07230830353596
"6666666.673224.txt" 129 2761 0.808040565012677 0.104310032596885 0.035132198478812 0.0177471930459978 0.00977906555595799 0.0249909453096704 2.7124230351322
"6666666.688628.txt" 129 2918 0.806374228923921 0.104866346812886 0.0301576422206991 0.0185058259081563 0.0130226182316655 0.0270733379026731 2.51267991775189
"6666666.673234.txt" 132 2680 0.82089552238806 0.111567164179104 0.0294776119402985 0.0123134328358209 0.00858208955223881 0.0171641791044776 2.82462686567164
"6666666.688746.txt" 133 2592 0.840277777777778 0.0875771604938272 0.0316358024691358 0.0173611111111111 0.00694444444444444 0.0162037037037037 2.95447530864198
"6666666.673098.txt" 137 2495 0.832464929859719 0.0981963927855711 0.0308617234468938 0.0132264529058116 0.00561122244488978 0.0196392785571142 3.10821643286573
"6666666.688634.txt" 138 2780 0.80431654676259 0.105395683453237 0.0384892086330935 0.0190647482014388 0.00863309352517986 0.0241007194244604 2.68705035971223
"6666666.688748.txt" 142 2600 0.835384615384615 0.101153846153846 0.025 0.0146153846153846 0.00538461538461538 0.0184615384615385 2.94230769230769
"6666666.879413.txt" 143 2810 0.805693950177936 0.106761565836299 0.0323843416370107 0.0185053380782918 0.0103202846975089 0.0263345195729537 2.64768683274021
"6666666.974097.txt" 144 2431 0.853558206499383 0.0909090909090909 0.0275606746194981 0.00946112710818593 0.00617030028794735 0.0123406005758947 3.21637186343069
"6666666.688749.txt" 145 2603 0.825585862466385 0.106415674222051 0.0280445639646562 0.0130618517095659 0.0107568190549366 0.0161352285824049 2.93776411832501
"6666666.688751.txt" 147 2556 0.848982785602504 0.087245696400626 0.0316901408450704 0.0121283255086072 0.00586854460093897 0.0140845070422535 3.01017214397496
"6666666.673086.txt" 149 2856 0.809173669467787 0.114495798319328 0.0343137254901961 0.0105042016806723 0.00700280112044818 0.0245098039215686 2.58893557422969
"6666666.879398.txt" 150 2567 0.84690299961044 0.0931047915855084 0.0264900662251656 0.0074016361511492 0.00895987534086482 0.0171406310868718 2.99298792364628
"6666666.688706.txt" 165 2858 0.811056682995101 0.10776766969909 0.0325402379286214 0.0157452764170749 0.00839748075577327 0.0244926522043387 2.58642407277817
"6666666.688636.txt" 165 2709 0.80140273163529 0.104466592838686 0.044296788482835 0.0173495754891104 0.008859357696567 0.023624953857512 2.78368401624216
"6666666.879405.txt" 167 3017 0.816705336426914 0.113026184951939 0.0271793172025191 0.0152469340404375 0.00662910175671197 0.0212131256214783 2.39741465031488
"6666666.673140.txt" 169 2951 0.803456455438834 0.113520840393087 0.0352422907488987 0.01592680447306 0.00914944086750254 0.0227041680786174 2.47339884784819
"6666666.879404.txt" 175 2514 0.8587907716786 0.0843277645186953 0.0270485282418457 0.0115354017501989 0.00517104216388226 0.013126491646778 3.07716785998409
"6666666.688639.txt" 184 2469 0.801539084649656 0.112596192790603 0.0352369380315917 0.0153908464965573 0.0101255569056298 0.0251113811259619 3.15147833130822
"6666666.879410.txt" 187 2734 0.824798829553767 0.1016825164594 0.0318215069495245 0.0168251645940015 0.00658376005852231 0.0182882223847842 2.74908558888076
"6666666.688744.txt" 188 2626 0.836252856054836 0.0944402132520944 0.0224676313785225 0.015993907083016 0.0114242193450114 0.0194211728865194 2.9032749428789
"6666666.879423.txt" 192 2962 0.807562457798785 0.118501012829169 0.0337609723160027 0.0111411208642809 0.00675219446320054 0.0222822417285618 2.46049966239028
"6666666.673124.txt" 197 2774 0.825883201153569 0.103460706560923 0.0273972602739726 0.0155010814708003 0.00612833453496756 0.0216294160057678 2.69502523431867
"6666666.673186.txt" 201 2765 0.810849909584087 0.124050632911392 0.0289330922242315 0.0115732368896926 0.00759493670886076 0.016998191681736 2.70705244122966
"6666666.688747.txt" 204 2607 0.836977368622938 0.0920598388952819 0.0283851169927119 0.0115074798619102 0.00958956655159187 0.0214806290755658 2.93172228615267
"6666666.688743.txt" 206 2631 0.841505131128848 0.0874192322310908 0.0258456860509312 0.0148232611174458 0.00988217407829723 0.0205245153933865 2.89585708855948
"6666666.879408.txt" 208 2779 0.811802806765023 0.101115509175963 0.0403022670025189 0.0122346167686218 0.0100755667506297 0.0244692335372436 2.68837711406981
"6666666.879401.txt" 209 2676 0.817638266068759 0.111733931240658 0.0369955156950673 0.0100896860986547 0.00672645739910314 0.0168161434977578 2.83034379671151
"6666666.688735.txt" 209 2811 0.804340092493774 0.105656350053362 0.039843472073995 0.016008537886873 0.0103166133048737 0.023834934187122 2.64638918534329
"6666666.974111.txt" 209 2691 0.82051282051282 0.0958751393534002 0.0360460795243404 0.0156075808249721 0.00817539947974731 0.0237829803047194 2.80899293942772
