"Contig" "flag" "cov" "len" "GC"
"43" "k141_8361" "0" "398.4046" "917" "0.678298800436205"
"44" "k141_8372" "0" "226.4683" "6340" "0.704889589905363"
"45" "k141_4211" "1" "199.9803" "30739" "0.67594912001041"
"46" "k141_12038" "0" "191.9342" "127899" "0.696229055739294"
"47" "k141_14086" "0" "196.9395" "39018" "0.655236044902353"
"48" "k141_14094" "0" "272.4083" "986" "0.645030425963489"
"49" "k141_4213" "1" "67.5649" "13029" "0.633049351446773"
"50" "k141_14101" "0" "70.8652" "12089" "0.636529076019522"
"51" "k141_4279" "0" "82.9058" "417" "0.621103117505995"
"52" "k141_14120" "0" "192.5117" "870" "0.706896551724138"
"53" "k141_4298" "0" "228" "12004" "0.671109630123292"
"54" "k141_2209" "0" "193.9401" "141845" "0.688378159258345"
"55" "k141_14150" "0" "321.0859" "4283" "0.652579967312631"
"56" "k141_4331" "1" "210" "359" "0.598885793871866"
"57" "k141_12086" "1" "277.8288" "25673" "0.666848439995326"
"58" "k141_2216" "0" "159.2369" "6499" "0.690413909832282"
"59" "k141_12100" "0" "69.9426" "1029" "0.664723032069971"
"60" "k141_12118" "1" "107" "301" "0.724252491694352"
"61" "k141_4350" "1" "215.9426" "20364" "0.621390689451974"
"62" "k141_2251" "0" "209.4848" "9066" "0.63633355393779"
"63" "k141_12122" "0" "212" "10928" "0.66462298682284"
"64" "k141_14237" "0" "482.8954" "8557" "0.635970550426551"
"65" "k141_4404" "0" "512" "7579" "0.656023222060958"
"66" "k141_4405" "1" "187" "301" "0.694352159468439"
"67" "k141_8410" "1" "189.0851" "110061" "0.697867546178937"
"68" "k141_16261" "1" "201.8778" "94104" "0.669790869676103"
"69" "k141_8426" "0" "463.8536" "1896" "0.636075949367089"
"70" "k141_12168" "0" "203.3377" "13628" "0.63156736131494"
"71" "k141_12169" "0" "219.3446" "1972" "0.738843813387424"
"72" "k141_12173" "0" "144.5556" "411" "0.720194647201946"
"73" "k141_16292" "0" "519.1132" "12809" "0.639081895542197"
"74" "k141_6334" "0" "195.5629" "166941" "0.68569734217478"
"75" "k141_6345" "1" "281" "432" "0.696759259259259"
"76" "k141_6353" "0" "194" "478" "0.711297071129707"
"77" "k141_414" "0" "192.9098" "130546" "0.689159376771406"
"78" "k141_16353" "0" "94.5455" "1076" "0.704460966542751"
"79" "k141_14435" "0" "225.2412" "5795" "0.663848144952545"
"80" "k141_454" "1" "496" "339" "0.648967551622419"
"81" "k141_12187" "0" "195.6702" "26157" "0.69270176243453"
"82" "k141_14449" "1" "703.511" "3947" "0.618697745122878"
"83" "k141_465" "0" "890" "5631" "0.576274196412715"
"84" "k141_8475" "0" "191.9033" "43592" "0.68241879243898"
"85" "k141_8498" "0" "316" "265" "0.637735849056604"
"86" "k141_16354" "0" "181.4513" "14695" "0.699149370534195"
"87" "k141_12222" "0" "196.0498" "9217" "0.690029293696431"
"88" "k141_12239" "0" "209.3488" "875" "0.620571428571429"
"89" "k141_482" "0" "686.0589" "19601" "0.63256976684863"
"90" "k141_16375" "0" "280.5344" "14157" "0.677191495373314"
"91" "k141_511" "0" "85.0809" "1327" "0.72569706103994"
"92" "k141_534" "0" "174" "1784" "0.670403587443946"
"93" "k141_16402" "1" "200.6942" "14529" "0.624750499001996"
"94" "k141_12331" "0" "181.1028" "9970" "0.621364092276831"
"95" "k141_567" "0" "203" "11707" "0.699923122917912"
"96" "k141_4413" "0" "194.219" "134050" "0.692696754942186"
"97" "k141_12409" "1" "578.3698" "1266" "0.688783570300158"
"98" "k141_615" "1" "193" "395" "0.60253164556962"
"99" "k141_638" "0" "214.1811" "5890" "0.659083191850594"
"100" "k141_10192" "0" "197.9593" "213345" "0.676692680869015"
"101" "k141_12470" "1" "180.6769" "7824" "0.690439672801636"
"102" "k141_4418" "0" "185.889" "36824" "0.683711709754508"
"103" "k141_12497" "1" "19" "301" "0.664451827242525"
"104" "k141_10257" "0" "521.0802" "12602" "0.674178701793366"
"105" "k141_6427" "0" "216.9538" "107737" "0.697569080260263"
"106" "k141_8511" "1" "198.9356" "132342" "0.672945852412688"
"107" "k141_647" "0" "234.8545" "35517" "0.667708421319368"
"108" "k141_4434" "0" "216.8749" "42201" "0.662022226961446"
"109" "k141_8554" "0" "194.6065" "10988" "0.622406261376047"
"110" "k141_6440" "0" "226.7084" "17192" "0.685609585853886"
"111" "k141_8557" "0" "194.624" "11492" "0.668029933867038"
"112" "k141_2278" "0" "194.0544" "190694" "0.689932562115221"
"113" "k141_6459" "0" "230.6385" "8451" "0.664063424446811"
"114" "k141_18032" "0" "194.9785" "396366" "0.682124602009254"
"115" "k141_2295" "0" "72.2906" "750" "0.669333333333333"
"116" "k141_6485" "1" "33" "301" "0.654485049833887"
"117" "k141_4443" "0" "526.9863" "26870" "0.647152958689989"
"118" "k141_12524" "0" "202.8345" "52372" "0.690521652791568"
"119" "k141_18072" "0" "471.5666" "4223" "0.644091877811982"
"120" "k141_4452" "0" "250.5386" "12062" "0.609517492953076"
"121" "k141_12576" "0" "239" "226" "0.663716814159292"
"122" "k141_16458" "0" "206.0343" "107533" "0.700873220313764"
"123" "k141_18134" "1" "12.9732" "588" "0.685374149659864"
"124" "k141_2409" "1" "122.6476" "2156" "0.657235621521336"
"125" "k141_8598" "0" "207" "41937" "0.616376946371939"
"126" "k141_8642" "0" "346.4474" "3040" "0.678947368421053"
"127" "k141_4488" "0" "186.8339" "25897" "0.694018612194463"
"128" "k141_14460" "0" "196.6784" "182433" "0.679882477402663"
"129" "k141_738" "1" "186.9243" "54184" "0.696017274472169"
"130" "k141_18216" "1" "32" "301" "0.697674418604651"
"131" "k141_2458" "0" "211.9858" "9338" "0.588027414863997"
"132" "k141_2463" "0" "147.3951" "1032" "0.60077519379845"
"133" "k141_8696" "1" "25.8583" "896" "0.678571428571429"
"134" "k141_8724" "1" "122.2131" "826" "0.664648910411622"
"135" "k141_744" "0" "199.4825" "17062" "0.669206423631462"
"136" "k141_14548" "0" "396.6523" "2948" "0.633989145183175"
"137" "k141_751" "1" "186.8784" "2805" "0.683778966131907"
"138" "k141_2550" "0" "357.7199" "880" "0.692045454545455"
"139" "k141_18268" "0" "237.6272" "13493" "0.658934262210035"
"140" "k141_18271" "0" "207.2219" "470" "0.587234042553191"
"141" "k141_6733" "0" "430" "13394" "0.635807077796028"
"142" "k141_16508" "0" "197.8868" "38418" "0.633869540319642"
"143" "k141_8730" "0" "111.0798" "26798" "0.634524964549593"
"144" "k141_14619" "0" "120.5932" "495" "0.698989898989899"
"145" "k141_16524" "1" "222.9182" "4676" "0.614414029084688"
"146" "k141_8756" "0" "151.8579" "4449" "0.648460328163632"
"147" "k141_2635" "0" "184.1375" "3000" "0.638"
"148" "k141_18300" "0" "197.5821" "20885" "0.667321043811348"
"149" "k141_10270" "1" "195.5625" "131168" "0.692729934130276"
"150" "k141_2676" "0" "210.0078" "2577" "0.646488164532402"
"151" "k141_8859" "1" "74" "449" "0.657015590200445"
"152" "k141_6913" "1" "17.9429" "281" "0.658362989323843"
"153" "k141_12619" "0" "194.6125" "83735" "0.69730698035469"
"154" "k141_2729" "1" "76.053" "1065" "0.665727699530516"
"155" "k141_8920" "0" "200.1866" "5018" "0.631925069748904"
"156" "k141_18378" "0" "11.1118" "311" "0.607717041800643"
"157" "k141_756" "0" "236.81" "56023" "0.68423683130143"
"158" "k141_18452" "0" "56.6591" "845" "0.673372781065089"
"159" "k141_12720" "1" "168" "377" "0.710875331564987"
"160" "k141_6918" "1" "186.6319" "21365" "0.69333021296513"
"161" "k141_16609" "0" "200.8852" "34244" "0.68721527858895"
"162" "k141_12739" "0" "168.9577" "212" "0.594339622641509"
"163" "k141_2770" "0" "180.1815" "16607" "0.70717167459505"
"164" "k141_8980" "0" "331.5783" "17408" "0.660328584558823"
"165" "k141_6939" "0" "169.4959" "986" "0.619675456389452"
"166" "k141_6942" "0" "228.6342" "2399" "0.647769904126719"
"167" "k141_6947" "1" "68" "301" "0.637873754152824"
"168" "k141_18523" "1" "170" "315" "0.692063492063492"
"169" "k141_16655" "1" "37" "331" "0.673716012084592"
"170" "k141_9018" "0" "271.9268" "4158" "0.681096681096681"
"171" "k141_758" "0" "234.8039" "26394" "0.668409487004622"
"172" "k141_760" "1" "190.1754" "10049" "0.656085182605234"
"173" "k141_10285" "0" "233.3222" "60990" "0.672634858173471"
"174" "k141_2904" "1" "39" "301" "0.651162790697674"
"175" "k141_14825" "0" "193.9605" "48205" "0.68858002281921"
"176" "k141_2932" "0" "327.5525" "1654" "0.73639661426844"
"177" "k141_12757" "0" "198.9006" "37569" "0.682424339215843"
"178" "k141_761" "0" "233.5348" "19174" "0.692917492437676"
"179" "k141_12776" "1" "197" "310" "0.706451612903226"
"180" "k141_12790" "0" "30.5109" "599" "0.699499165275459"
"181" "k141_798" "1" "21" "301" "0.724252491694352"
"182" "k141_16836" "0" "457.4784" "6763" "0.655182611267189"
"183" "k141_14906" "0" "202.8859" "4383" "0.623773671001597"
"184" "k141_16858" "1" "35" "578" "0.745674740484429"
"185" "k141_10287" "0" "204.8774" "29725" "0.681951219512195"
"186" "k141_10294" "0" "40.1831" "283" "0.685512367491166"
"187" "k141_9155" "0" "186.6249" "36857" "0.704669397943403"
"188" "k141_4539" "0" "192.9145" "191095" "0.694052696302886"
"189" "k141_4544" "0" "207" "344" "0.645348837209302"
"190" "k141_16907" "1" "73" "321" "0.613707165109034"
"191" "k141_16910" "0" "107.3471" "481" "0.681912681912682"
"192" "k141_9244" "0" "81.8542" "436" "0.715596330275229"
"193" "k141_10336" "0" "263.912" "5479" "0.628399342945793"
"194" "k141_16944" "0" "409.7075" "353" "0.626062322946176"
"195" "k141_10356" "0" "223.5222" "704" "0.676136363636364"
"196" "k141_18596" "1" "198.8509" "58555" "0.642643668346"
"197" "k141_10369" "1" "18.3123" "775" "0.673548387096774"
"198" "k141_18599" "0" "91.5068" "3004" "0.682423435419441"
"199" "k141_819" "0" "191.8726" "33119" "0.703825598598992"
"200" "k141_18647" "1" "43" "534" "0.726591760299625"
"201" "k141_10381" "0" "504.2157" "12594" "0.652612355089725"
"202" "k141_16947" "1" "209.7773" "21729" "0.607667172902573"
"203" "k141_3035" "0" "223.8917" "45444" "0.651769210456826"
"204" "k141_7041" "1" "198.5089" "78759" "0.662006881753196"
"205" "k141_16948" "1" "204.5135" "6209" "0.605733612497987"
"206" "k141_14966" "0" "194.7517" "41551" "0.690043560925128"
"207" "k141_9463" "0" "691.0265" "6038" "0.638622060284863"
"208" "k141_3078" "1" "16.6344" "420" "0.661904761904762"
"209" "k141_886" "0" "184.1321" "8745" "0.647112635791881"
"210" "k141_14981" "0" "347.4877" "1976" "0.649291497975709"
"211" "k141_7093" "0" "104.4007" "408" "0.637254901960784"
"212" "k141_3090" "0" "410" "1529" "0.689993459777632"
"213" "k141_7108" "0" "492" "1107" "0.661246612466125"
"214" "k141_9519" "0" "62.6378" "903" "0.677740863787375"
"215" "k141_938" "0" "141.0161" "3006" "0.665003326679973"
"216" "k141_9535" "0" "219.4751" "6489" "0.628602249961473"
"217" "k141_978" "0" "494" "602" "0.636212624584718"
"218" "k141_7153" "0" "176.6198" "10324" "0.710577295621852"
"219" "k141_9631" "1" "18.6357" "281" "0.711743772241993"
"220" "k141_10383" "0" "279.8696" "47393" "0.664043213132741"
"221" "k141_9663" "0" "235" "256" "0.6484375"
"222" "k141_10398" "0" "577.2501" "1860" "0.670430107526882"
"223" "k141_7222" "0" "212.8639" "2000" "0.5795"
"224" "k141_3283" "1" "32" "307" "0.635179153094462"
"225" "k141_10453" "1" "171" "318" "0.735849056603774"
"226" "k141_15201" "0" "217" "3241" "0.607837087318729"
"227" "k141_17057" "0" "201.1517" "42751" "0.672031063600851"
"228" "k141_17069" "0" "156.9746" "2506" "0.651636073423783"
"229" "k141_17134" "0" "430" "401" "0.660847880299252"
"230" "k141_4560" "0" "194.1452" "162019" "0.688962405643783"
"231" "k141_10474" "0" "214.8594" "33625" "0.689368029739777"
"232" "k141_10487" "0" "225.7818" "4408" "0.671733212341198"
"233" "k141_10491" "0" "173.905" "1962" "0.660550458715596"
"234" "k141_4664" "1" "156.6274" "914" "0.687089715536105"
"235" "k141_18795" "0" "196.3371" "83255" "0.693147558705183"
"236" "k141_1308" "0" "169.0666" "10405" "0.662566074002883"
"237" "k141_10510" "1" "165" "301" "0.750830564784053"
"238" "k141_7281" "0" "195.8257" "49377" "0.675192903578589"
"239" "k141_18829" "0" "46.753" "732" "0.659836065573771"
"240" "k141_17287" "0" "236.6268" "3938" "0.651345860843068"
"241" "k141_4685" "0" "191.6721" "28100" "0.694733096085409"
"242" "k141_7433" "1" "54" "319" "0.717868338557994"
"243" "k141_19002" "0" "203" "618" "0.728155339805825"
"244" "k141_17396" "0" "218.741" "18661" "0.691495632602754"
"245" "k141_1542" "1" "48.8723" "564" "0.716312056737589"
"246" "k141_10708" "0" "508.6311" "10319" "0.646768097683884"
"247" "k141_1553" "1" "11.7988" "474" "0.654008438818565"
"248" "k141_10722" "0" "358.381" "603" "0.635157545605307"
"249" "k141_19067" "1" "175" "388" "0.747422680412371"
"250" "k141_4801" "0" "194.6543" "24836" "0.690288291190208"
"251" "k141_4813" "0" "111" "503" "0.693836978131213"
"252" "k141_10774" "0" "195" "522" "0.683908045977011"
"253" "k141_12967" "0" "193.9262" "204199" "0.679939666697682"
"254" "k141_4836" "0" "218.789" "4791" "0.639532456689626"
"255" "k141_10775" "1" "211.4839" "18129" "0.596282199790391"
"256" "k141_13047" "0" "288.9509" "6048" "0.649801587301587"
"257" "k141_4925" "0" "73.9469" "1440" "0.636111111111111"
"258" "k141_1712" "0" "200.0881" "3899" "0.671454219030521"
"259" "k141_19232" "1" "33" "384" "0.692708333333333"
"260" "k141_15231" "0" "201.2019" "139643" "0.702835086613722"
"261" "k141_13075" "0" "231.7654" "21807" "0.670060072453799"
"262" "k141_19273" "0" "239.6087" "3936" "0.670731707317073"
"263" "k141_4946" "0" "199.7304" "25382" "0.697896146875739"
"264" "k141_19349" "1" "15" "443" "0.738148984198646"
"265" "k141_4947" "0" "193.8026" "21654" "0.626119885471506"
"266" "k141_4952" "0" "147.7789" "426" "0.727699530516432"
"267" "k141_7919" "1" "175" "441" "0.748299319727891"
"268" "k141_13076" "0" "289.5999" "32645" "0.699065706846378"
"269" "k141_10930" "1" "191.7956" "20699" "0.697521619401903"
"270" "k141_10937" "0" "175.8878" "533" "0.613508442776735"
"271" "k141_13149" "0" "793.9861" "7144" "0.604283314669653"
"272" "k141_10938" "0" "208.3288" "14396" "0.642747985551542"
"273" "k141_19487" "1" "18" "319" "0.699059561128527"
"274" "k141_4981" "0" "210" "34348" "0.689559799697217"
"275" "k141_13207" "0" "568.4569" "1894" "0.668954593453009"
"276" "k141_10967" "0" "73.7707" "2003" "0.647528706939591"
"277" "k141_15557" "0" "75" "361" "0.634349030470914"
"278" "k141_15588" "1" "192" "301" "0.59468438538206"
"279" "k141_15648" "1" "16" "431" "0.698375870069606"
"280" "k141_11065" "0" "90.4896" "911" "0.677277716794731"
"281" "k141_4983" "0" "201.2251" "34501" "0.656792556737486"
"282" "k141_13398" "0" "449.947" "1254" "0.661881977671451"
"283" "k141_11082" "0" "196" "18145" "0.657426288233673"
"284" "k141_5062" "1" "146" "301" "0.754152823920266"
"285" "k141_5112" "0" "217" "283" "0.68904593639576"
"286" "k141_5140" "0" "281" "5960" "0.623154362416107"
"287" "k141_11199" "1" "14.1205" "506" "0.673913043478261"
"288" "k141_13469" "0" "193.4962" "16998" "0.688669255206495"
"289" "k141_1798" "0" "197.9761" "181111" "0.665161144270641"
"290" "k141_11305" "1" "198.8372" "47566" "0.676701845856284"
"291" "k141_11309" "0" "114.7645" "434" "0.688940092165899"
"292" "k141_11468" "1" "78" "354" "0.692090395480226"
"293" "k141_11510" "0" "155.5962" "1503" "0.681304058549568"
"294" "k141_11768" "1" "372" "1169" "0.692899914456801"
"295" "k141_13601" "0" "191.0808" "140975" "0.69037772654726"
"296" "k141_5200" "0" "212.2553" "162249" "0.685323176105862"
"297" "k141_11842" "1" "100.1395" "442" "0.726244343891403"
"298" "k141_5249" "1" "68.1119" "1240" "0.708870967741935"
"299" "k141_11863" "1" "231" "361" "0.645429362880886"
"300" "k141_5356" "1" "183.7992" "41160" "0.709815354713314"
"301" "k141_5372" "1" "18.6347" "464" "0.732758620689655"
"302" "k141_5416" "0" "192" "32288" "0.697534687809713"
"303" "k141_5427" "0" "190.9431" "73631" "0.685662288981543"
"304" "k141_5445" "0" "204.1764" "674" "0.679525222551929"
"305" "k141_5941" "1" "572" "365" "0.6"
